education,education_num,occupation,hours_per_week,label
HS_grad,9,Other_service,25,0
HS_grad,9,Exec_managerial,40,1
Assoc_voc,11,Craft_repair,40,0
Masters,14,Exec_managerial,60,1
Bachelors,13,Sales,60,1
Some_college,10,Exec_managerial,45,0
Bachelors,13,Prof_specialty,45,1
Bachelors,13,Craft_repair,40,1
HS_grad,9,Sales,40,0
HS_grad,9,Transport_moving,55,0
10th,6,Craft_repair,40,0
Some_college,10,Machine_op_inspct,60,0
Bachelors,13,Prof_specialty,45,0
11th,7,Other_service,40,0
HS_grad,9,Other_service,20,0
Some_college,10,Craft_repair,60,0
5th_6th,3,Farming_fishing,30,0
Assoc_voc,11,Handlers_cleaners,45,0
HS_grad,9,Machine_op_inspct,55,0
Bachelors,13,Prof_specialty,40,1
HS_grad,9,Exec_managerial,40,0
1st_4th,2,Farming_fishing,77,0
Assoc_voc,11,Protective_serv,53,1
10th,6,Craft_repair,70,0
Bachelors,13,Prof_specialty,50,1
Masters,14,Prof_specialty,60,1
Some_college,10,Protective_serv,40,0
HS_grad,9,Craft_repair,55,0
HS_grad,9,Sales,32,0
HS_grad,9,Craft_repair,40,0
10th,6,Transport_moving,45,1
11th,7,Handlers_cleaners,40,0
HS_grad,9,Other_service,40,0
HS_grad,9,Adm_clerical,40,0
Assoc_acdm,12,Craft_repair,45,1
Bachelors,13,Sales,40,1
HS_grad,9,Adm_clerical,40,0
HS_grad,9,Adm_clerical,40,0
Some_college,10,Adm_clerical,40,0
HS_grad,9,Craft_repair,40,0
Some_college,10,Machine_op_inspct,40,1
11th,7,Protective_serv,55,0
Assoc_voc,11,Prof_specialty,40,0
Assoc_voc,11,Exec_managerial,50,0
HS_grad,9,Protective_serv,35,1
Bachelors,13,Prof_specialty,42,0
Bachelors,13,Prof_specialty,40,1
HS_grad,9,Adm_clerical,40,0
HS_grad,9,Other_service,40,0
10th,6,Craft_repair,40,0
HS_grad,9,Machine_op_inspct,38,0
HS_grad,9,Adm_clerical,40,0
Doctorate,16,Prof_specialty,50,1
Prof_school,15,Prof_specialty,45,1
Bachelors,13,Farming_fishing,70,1
HS_grad,9,Machine_op_inspct,50,0
Assoc_voc,11,Handlers_cleaners,25,0
Bachelors,13,Farming_fishing,65,1
Some_college,10,Other_service,15,0
Bachelors,13,Protective_serv,70,1
Bachelors,13,Exec_managerial,45,0
Some_college,10,Protective_serv,15,0
Bachelors,13,Adm_clerical,35,1
Some_college,10,Prof_specialty,40,0
Masters,14,Exec_managerial,60,1
Assoc_voc,11,Craft_repair,45,0
Some_college,10,Prof_specialty,40,0
Some_college,10,Protective_serv,30,0
HS_grad,9,Other_service,60,0
Bachelors,13,Prof_specialty,21,0
Bachelors,13,Adm_clerical,40,0
11th,7,Transport_moving,40,0
HS_grad,9,Other_service,35,0
Some_college,10,Protective_serv,20,0
Bachelors,13,Prof_specialty,40,1
Some_college,10,Craft_repair,40,1
HS_grad,9,Machine_op_inspct,45,0
12th,8,Craft_repair,20,0
Bachelors,13,Handlers_cleaners,35,1
Some_college,10,Sales,43,0
Some_college,10,Handlers_cleaners,40,0
Some_college,10,Craft_repair,45,0
HS_grad,9,Adm_clerical,40,0
Some_college,10,Machine_op_inspct,84,1
HS_grad,9,Transport_moving,50,1
HS_grad,9,Adm_clerical,35,0
Bachelors,13,Prof_specialty,50,0
Bachelors,13,Transport_moving,65,0
HS_grad,9,Farming_fishing,25,0
Bachelors,13,Sales,30,0
HS_grad,9,Other_service,14,0
Bachelors,13,Other_service,35,0
HS_grad,9,Adm_clerical,19,0
HS_grad,9,Other_service,80,0
Bachelors,13,Adm_clerical,40,0
Some_college,10,Adm_clerical,40,0
Some_college,10,Machine_op_inspct,40,0
HS_grad,9,Craft_repair,40,1
HS_grad,9,Farming_fishing,80,1
11th,7,Other_service,12,0
11th,7,Farming_fishing,60,0
10th,6,Craft_repair,48,0
Bachelors,13,Prof_specialty,10,1
Assoc_acdm,12,Tech_support,40,1
Some_college,10,Tech_support,40,1
Assoc_acdm,12,Tech_support,45,0
Bachelors,13,Adm_clerical,40,1
Bachelors,13,Craft_repair,50,1
Some_college,10,Other_service,40,0
7th_8th,4,Transport_moving,40,0
HS_grad,9,Craft_repair,48,0
Some_college,10,Craft_repair,50,1
Assoc_voc,11,Transport_moving,30,1
Masters,14,Prof_specialty,40,1
Bachelors,13,Prof_specialty,40,0
HS_grad,9,Prof_specialty,40,0
11th,7,Exec_managerial,50,0
HS_grad,9,Craft_repair,40,0
HS_grad,9,Adm_clerical,45,0
Masters,14,Prof_specialty,37,0
HS_grad,9,Transport_moving,50,0
Assoc_voc,11,Other_service,15,0
Assoc_acdm,12,Farming_fishing,40,0
HS_grad,9,Craft_repair,40,0
HS_grad,9,Craft_repair,40,0
11th,7,Sales,65,0
Some_college,10,Exec_managerial,50,0
Bachelors,13,Prof_specialty,40,0
HS_grad,9,Transport_moving,40,0
Bachelors,13,Prof_specialty,40,0
Bachelors,13,Prof_specialty,45,1
Some_college,10,Other_service,40,0
HS_grad,9,Adm_clerical,40,0
Bachelors,13,Adm_clerical,40,0
Assoc_voc,11,Exec_managerial,50,0
Bachelors,13,Prof_specialty,40,0
HS_grad,9,Craft_repair,50,0
Some_college,10,Exec_managerial,40,0
HS_grad,9,Handlers_cleaners,40,1
Some_college,10,Other_service,40,0
Bachelors,13,Sales,50,1
Assoc_acdm,12,Prof_specialty,13,1
HS_grad,9,Other_service,40,0
12th,8,Other_service,40,0
Bachelors,13,Sales,60,1
Assoc_voc,11,Tech_support,40,0
HS_grad,9,Craft_repair,40,0
Assoc_voc,11,Exec_managerial,60,1
11th,7,Machine_op_inspct,40,0
Assoc_voc,11,Sales,54,1
HS_grad,9,Tech_support,40,0
HS_grad,9,Other_service,30,0
Some_college,10,Sales,35,0
10th,6,Transport_moving,60,0
Bachelors,13,Sales,50,1
HS_grad,9,Adm_clerical,40,0
Assoc_voc,11,Exec_managerial,40,1
Bachelors,13,Prof_specialty,55,1
Bachelors,13,Prof_specialty,40,0
HS_grad,9,Machine_op_inspct,40,0
Bachelors,13,Adm_clerical,56,0
Bachelors,13,Exec_managerial,40,0
Some_college,10,Prof_specialty,40,0
Assoc_voc,11,Farming_fishing,40,0
HS_grad,9,Adm_clerical,40,0
10th,6,Other_service,40,0
Some_college,10,Exec_managerial,25,0
12th,8,Machine_op_inspct,40,0
HS_grad,9,Farming_fishing,40,0
HS_grad,9,Farming_fishing,60,0
Some_college,10,Adm_clerical,40,0
Some_college,10,Adm_clerical,17,0
Some_college,10,Other_service,40,0
HS_grad,9,Machine_op_inspct,40,0
Doctorate,16,Prof_specialty,8,0
Assoc_voc,11,Adm_clerical,40,0
HS_grad,9,Sales,30,0
Bachelors,13,Prof_specialty,40,1
Masters,14,Exec_managerial,50,1
HS_grad,9,Craft_repair,40,0
HS_grad,9,Protective_serv,40,0
Some_college,10,Prof_specialty,40,0
Some_college,10,Craft_repair,35,0
Bachelors,13,Exec_managerial,45,1
HS_grad,9,Machine_op_inspct,40,0
HS_grad,9,Other_service,30,0
HS_grad,9,Craft_repair,50,0
Bachelors,13,Sales,50,1
Assoc_acdm,12,Transport_moving,40,0
Some_college,10,Craft_repair,80,0
12th,8,Transport_moving,20,0
Bachelors,13,Other_service,35,0
Bachelors,13,Prof_specialty,40,1
HS_grad,9,Other_service,40,0
Some_college,10,Sales,48,0
Masters,14,Sales,45,1
HS_grad,9,Craft_repair,40,0
Assoc_acdm,12,Adm_clerical,40,1
Assoc_voc,11,Tech_support,40,0
Bachelors,13,Prof_specialty,45,0
Some_college,10,Prof_specialty,10,0
Bachelors,13,Prof_specialty,50,0
Masters,14,Prof_specialty,20,0
12th,8,Farming_fishing,60,0
HS_grad,9,Craft_repair,40,0
Bachelors,13,Prof_specialty,45,0
Bachelors,13,Prof_specialty,15,0
HS_grad,9,Machine_op_inspct,50,0
HS_grad,9,Transport_moving,45,0
Bachelors,13,Prof_specialty,35,0
Bachelors,13,Craft_repair,48,0
Some_college,10,Adm_clerical,20,0
5th_6th,3,Handlers_cleaners,40,0
HS_grad,9,Adm_clerical,40,0
Some_college,10,Transport_moving,35,0
HS_grad,9,Sales,65,1
Some_college,10,Exec_managerial,62,1
Some_college,10,Adm_clerical,15,0
Some_college,10,Sales,14,0
Some_college,10,Exec_managerial,50,0
Some_college,10,Adm_clerical,24,0
Some_college,10,Other_service,38,0
Bachelors,13,Exec_managerial,40,1
Some_college,10,Tech_support,50,0
Assoc_acdm,12,Adm_clerical,40,0
HS_grad,9,Exec_managerial,40,0
Prof_school,15,Prof_specialty,39,1
Masters,14,Adm_clerical,40,1
9th,5,Sales,40,0
Some_college,10,Handlers_cleaners,50,0
HS_grad,9,Adm_clerical,40,0
HS_grad,9,Craft_repair,40,0
HS_grad,9,Craft_repair,40,0
Bachelors,13,Transport_moving,60,0
Bachelors,13,Prof_specialty,38,0
Some_college,10,Craft_repair,55,0
7th_8th,4,Farming_fishing,40,0
9th,5,Farming_fishing,40,0
HS_grad,9,Tech_support,40,0
HS_grad,9,Transport_moving,40,0
HS_grad,9,Adm_clerical,40,0
Some_college,10,Machine_op_inspct,65,0
HS_grad,9,Farming_fishing,40,0
HS_grad,9,Craft_repair,55,0
HS_grad,9,Craft_repair,20,0
Some_college,10,Handlers_cleaners,35,0
Masters,14,Exec_managerial,40,0
HS_grad,9,Adm_clerical,50,0
HS_grad,9,Craft_repair,40,0
HS_grad,9,Machine_op_inspct,40,0
Masters,14,Prof_specialty,40,1
Some_college,10,Craft_repair,40,0
Bachelors,13,Craft_repair,40,0
Bachelors,13,Prof_specialty,40,0
9th,5,Farming_fishing,40,0
7th_8th,4,Adm_clerical,75,0
Some_college,10,Exec_managerial,40,0
Bachelors,13,Adm_clerical,60,1
HS_grad,9,Craft_repair,40,0
HS_grad,9,Sales,55,0
HS_grad,9,Adm_clerical,40,0
11th,7,Priv_house_serv,75,0
Some_college,10,Sales,40,0
HS_grad,9,Farming_fishing,40,0
Assoc_acdm,12,Machine_op_inspct,20,0
Assoc_acdm,12,Prof_specialty,40,0
Masters,14,Prof_specialty,40,1
Some_college,10,Other_service,20,0
10th,6,Other_service,30,0
Some_college,10,Transport_moving,50,0
HS_grad,9,Adm_clerical,40,0
HS_grad,9,Craft_repair,40,1
HS_grad,9,Farming_fishing,45,0
Assoc_acdm,12,Adm_clerical,40,0
9th,5,Machine_op_inspct,40,0
Bachelors,13,Machine_op_inspct,35,0
12th,8,Handlers_cleaners,40,0
Some_college,10,Sales,24,0
Some_college,10,Exec_managerial,45,0
HS_grad,9,Protective_serv,40,0
Bachelors,13,Exec_managerial,40,1
HS_grad,9,Machine_op_inspct,40,0
Some_college,10,Craft_repair,40,0
Some_college,10,Prof_specialty,40,1
HS_grad,9,Adm_clerical,40,1
Bachelors,13,Prof_specialty,60,0
5th_6th,3,Handlers_cleaners,20,0
Bachelors,13,Sales,50,1
HS_grad,9,Handlers_cleaners,40,0
Bachelors,13,Exec_managerial,40,1
HS_grad,9,Sales,40,0
Some_college,10,Sales,12,0
Some_college,10,Handlers_cleaners,20,0
HS_grad,9,Adm_clerical,20,0
Bachelors,13,Prof_specialty,64,1
HS_grad,9,Machine_op_inspct,42,0
HS_grad,9,Transport_moving,60,0
Some_college,10,Other_service,40,0
12th,8,Machine_op_inspct,40,0
Bachelors,13,Exec_managerial,40,1
HS_grad,9,Craft_repair,40,1
HS_grad,9,Sales,40,0
Bachelors,13,Prof_specialty,45,1
HS_grad,9,Protective_serv,57,1
HS_grad,9,Transport_moving,38,0
Some_college,10,Exec_managerial,75,0
Some_college,10,Adm_clerical,40,1
Assoc_voc,11,Craft_repair,33,0
11th,7,Machine_op_inspct,40,0
5th_6th,3,Craft_repair,40,0
Masters,14,Prof_specialty,50,0
HS_grad,9,Craft_repair,48,0
Bachelors,13,Exec_managerial,40,0
Bachelors,13,Adm_clerical,40,0
HS_grad,9,Craft_repair,50,1
Assoc_acdm,12,Prof_specialty,50,0
Some_college,10,Prof_specialty,40,1
Bachelors,13,Exec_managerial,40,0
HS_grad,9,Adm_clerical,24,0
HS_grad,9,Machine_op_inspct,40,0
HS_grad,9,Craft_repair,35,0
HS_grad,9,Exec_managerial,44,0
HS_grad,9,Sales,40,0
Some_college,10,Adm_clerical,50,1
Some_college,10,Sales,40,0
HS_grad,9,Machine_op_inspct,40,0
Bachelors,13,Tech_support,72,0
HS_grad,9,Sales,55,1
7th_8th,4,Priv_house_serv,40,0
Bachelors,13,Sales,40,1
Some_college,10,Handlers_cleaners,40,0
HS_grad,9,Sales,40,0
Prof_school,15,Prof_specialty,50,1
Bachelors,13,Prof_specialty,40,1
Some_college,10,Craft_repair,40,0
Bachelors,13,Prof_specialty,35,0
HS_grad,9,Exec_managerial,50,0
10th,6,Transport_moving,40,0
9th,5,Other_service,24,0
Some_college,10,Machine_op_inspct,40,1
HS_grad,9,Sales,40,0
Some_college,10,Sales,60,1
Some_college,10,Machine_op_inspct,45,0
Bachelors,13,Adm_clerical,46,1
Bachelors,13,Prof_specialty,50,1
Some_college,10,Sales,40,0
Some_college,10,Exec_managerial,40,1
HS_grad,9,Exec_managerial,50,1
Assoc_voc,11,Tech_support,40,0
7th_8th,4,Other_service,41,0
Masters,14,Prof_specialty,43,0
Some_college,10,Exec_managerial,40,0
Some_college,10,Sales,40,0
HS_grad,9,Exec_managerial,40,0
Masters,14,Prof_specialty,35,1
Assoc_acdm,12,Exec_managerial,90,0
HS_grad,9,Adm_clerical,40,1
HS_grad,9,Craft_repair,30,0
HS_grad,9,Exec_managerial,45,0
Some_college,10,Prof_specialty,40,0
HS_grad,9,Transport_moving,50,1
HS_grad,9,Other_service,20,0
10th,6,Craft_repair,40,0
Some_college,10,Adm_clerical,40,0
Bachelors,13,Adm_clerical,40,1
Some_college,10,Adm_clerical,40,1
HS_grad,9,Craft_repair,60,1
Some_college,10,Adm_clerical,34,0
Some_college,10,Craft_repair,40,0
Assoc_voc,11,Protective_serv,60,1
HS_grad,9,Other_service,15,0
HS_grad,9,Adm_clerical,28,0
Bachelors,13,Craft_repair,40,0
HS_grad,9,Exec_managerial,40,0
HS_grad,9,Adm_clerical,40,0
Some_college,10,Handlers_cleaners,35,0
HS_grad,9,Prof_specialty,65,1
HS_grad,9,Adm_clerical,39,0
Assoc_acdm,12,Tech_support,10,0
12th,8,Handlers_cleaners,40,0
HS_grad,9,Adm_clerical,50,0
Bachelors,13,Prof_specialty,40,0
HS_grad,9,Adm_clerical,40,1
Some_college,10,Craft_repair,55,0
Some_college,10,Tech_support,40,0
Some_college,10,Adm_clerical,1,0
Masters,14,Exec_managerial,40,1
HS_grad,9,Craft_repair,40,1
Some_college,10,Machine_op_inspct,40,0
Some_college,10,Craft_repair,40,0
HS_grad,9,Other_service,40,0
Some_college,10,Craft_repair,40,0
HS_grad,9,Craft_repair,40,0
HS_grad,9,Craft_repair,40,1
Some_college,10,Craft_repair,40,0
HS_grad,9,Other_service,20,0
HS_grad,9,Other_service,45,0
Some_college,10,Craft_repair,65,0
HS_grad,9,Handlers_cleaners,48,1
Prof_school,15,Other_service,35,0
9th,5,Other_service,20,0
HS_grad,9,Sales,40,0
Bachelors,13,Handlers_cleaners,40,0
Some_college,10,Exec_managerial,55,1
Some_college,10,Tech_support,40,1
HS_grad,9,Exec_managerial,45,0
HS_grad,9,Craft_repair,50,0
10th,6,Handlers_cleaners,40,0
Some_college,10,Other_service,30,0
Assoc_voc,11,Prof_specialty,40,0
Bachelors,13,Prof_specialty,10,0
Bachelors,13,Exec_managerial,50,1
Some_college,10,Sales,24,0
Some_college,10,Craft_repair,40,0
Some_college,10,Prof_specialty,40,0
HS_grad,9,Sales,40,0
HS_grad,9,Handlers_cleaners,40,0
11th,7,Adm_clerical,20,0
HS_grad,9,Craft_repair,35,1
Assoc_voc,11,Tech_support,40,0
HS_grad,9,Transport_moving,65,0
HS_grad,9,Craft_repair,41,0
Some_college,10,Craft_repair,40,0
Bachelors,13,Machine_op_inspct,39,0
Some_college,10,Adm_clerical,15,0
Some_college,10,Adm_clerical,35,0
11th,7,Machine_op_inspct,36,0
Bachelors,13,Farming_fishing,50,0
HS_grad,9,Adm_clerical,40,0
HS_grad,9,Adm_clerical,50,0
HS_grad,9,Transport_moving,44,0
HS_grad,9,Transport_moving,40,0
HS_grad,9,Farming_fishing,40,0
Some_college,10,Machine_op_inspct,40,0
Masters,14,Exec_managerial,40,1
Some_college,10,Craft_repair,30,0
HS_grad,9,Other_service,32,0
Some_college,10,Adm_clerical,40,0
HS_grad,9,Handlers_cleaners,40,0
Masters,14,Prof_specialty,50,0
HS_grad,9,Adm_clerical,40,0
11th,7,Prof_specialty,35,0
Bachelors,13,Sales,40,0
HS_grad,9,Handlers_cleaners,36,0
HS_grad,9,Machine_op_inspct,40,0
Some_college,10,Protective_serv,32,0
Bachelors,13,Tech_support,50,0
HS_grad,9,Machine_op_inspct,40,0
Masters,14,Prof_specialty,60,1
Some_college,10,Tech_support,40,0
Bachelors,13,Exec_managerial,45,1
Assoc_voc,11,Prof_specialty,40,0
Assoc_acdm,12,Other_service,30,0
HS_grad,9,Craft_repair,40,0
Bachelors,13,Exec_managerial,40,1
9th,5,Other_service,50,0
Some_college,10,Tech_support,40,0
HS_grad,9,Transport_moving,70,0
Some_college,10,Adm_clerical,30,0
HS_grad,9,Adm_clerical,37,0
11th,7,Other_service,36,0
HS_grad,9,Farming_fishing,60,1
Masters,14,Prof_specialty,50,0
Some_college,10,Sales,40,0
HS_grad,9,Craft_repair,40,0
Some_college,10,Exec_managerial,45,1
HS_grad,9,Other_service,70,0
HS_grad,9,Transport_moving,20,0
10th,6,Machine_op_inspct,52,0
Some_college,10,Adm_clerical,40,0
11th,7,Machine_op_inspct,10,0
Bachelors,13,Prof_specialty,40,0
Some_college,10,Exec_managerial,45,0
HS_grad,9,Other_service,40,0
HS_grad,9,Exec_managerial,40,1
Some_college,10,Sales,40,0
Some_college,10,Adm_clerical,43,0
Bachelors,13,Prof_specialty,60,0
9th,5,Craft_repair,40,0
11th,7,Exec_managerial,55,0
9th,5,Handlers_cleaners,40,0
HS_grad,9,Craft_repair,50,0
Masters,14,Prof_specialty,40,1
Bachelors,13,Exec_managerial,48,1
HS_grad,9,Exec_managerial,24,1
HS_grad,9,Adm_clerical,50,1
HS_grad,9,Transport_moving,65,0
HS_grad,9,Adm_clerical,50,0
HS_grad,9,Craft_repair,40,1
HS_grad,9,Sales,48,0
HS_grad,9,Adm_clerical,40,0
Bachelors,13,Sales,40,0
Bachelors,13,Protective_serv,60,1
Bachelors,13,Prof_specialty,45,1
HS_grad,9,Other_service,50,0
11th,7,Handlers_cleaners,40,0
Doctorate,16,Prof_specialty,45,1
10th,6,Other_service,40,0
Bachelors,13,Exec_managerial,40,1
5th_6th,3,Farming_fishing,40,0
Some_college,10,Other_service,15,0
Bachelors,13,Prof_specialty,40,0
Prof_school,15,Prof_specialty,50,1
Some_college,10,Craft_repair,40,0
HS_grad,9,Machine_op_inspct,40,0
Bachelors,13,Exec_managerial,40,0
Bachelors,13,Exec_managerial,60,1
Bachelors,13,Craft_repair,45,1
Bachelors,13,Prof_specialty,55,1
Assoc_voc,11,Exec_managerial,60,0
Bachelors,13,Prof_specialty,40,0
Some_college,10,Craft_repair,40,0
Some_college,10,Exec_managerial,40,1
Masters,14,Farming_fishing,70,0
Masters,14,Sales,40,0
Some_college,10,Other_service,48,0
1st_4th,2,Other_service,5,0
Some_college,10,Craft_repair,22,0
Bachelors,13,Protective_serv,40,1
Bachelors,13,Exec_managerial,40,0
HS_grad,9,Other_service,40,0
Assoc_voc,11,Tech_support,40,0
Bachelors,13,Craft_repair,40,0
Some_college,10,Adm_clerical,20,0
HS_grad,9,Craft_repair,99,0
HS_grad,9,Sales,35,0
HS_grad,9,Farming_fishing,60,1
11th,7,Transport_moving,50,0
Some_college,10,Exec_managerial,40,0
Some_college,10,Exec_managerial,40,0
Bachelors,13,Craft_repair,45,1
7th_8th,4,Handlers_cleaners,40,0
Some_college,10,Exec_managerial,50,1
Assoc_acdm,12,Transport_moving,50,0
Assoc_acdm,12,Other_service,35,1
Some_college,10,Exec_managerial,40,1
12th,8,Machine_op_inspct,30,0
Some_college,10,Adm_clerical,14,0
Bachelors,13,Prof_specialty,40,0
Bachelors,13,Transport_moving,65,0
Assoc_acdm,12,Other_service,40,0
11th,7,Handlers_cleaners,24,0
HS_grad,9,Machine_op_inspct,40,0
Assoc_acdm,12,Adm_clerical,40,0
HS_grad,9,Prof_specialty,43,1
HS_grad,9,Other_service,40,0
Masters,14,Prof_specialty,45,1
Assoc_acdm,12,Transport_moving,45,0
HS_grad,9,Sales,45,0
Some_college,10,Adm_clerical,40,0
HS_grad,9,Craft_repair,40,0
Bachelors,13,Protective_serv,30,0
HS_grad,9,Other_service,40,0
Some_college,10,Handlers_cleaners,40,1
Bachelors,13,Exec_managerial,20,0
HS_grad,9,Machine_op_inspct,45,0
Some_college,10,Transport_moving,40,1
HS_grad,9,Protective_serv,15,0
HS_grad,9,Craft_repair,40,0
Assoc_acdm,12,Other_service,56,0
Bachelors,13,Prof_specialty,40,0
12th,8,Machine_op_inspct,40,0
7th_8th,4,Machine_op_inspct,40,0
1st_4th,2,Craft_repair,40,1
Some_college,10,Sales,40,0
HS_grad,9,Adm_clerical,40,0
Bachelors,13,Prof_specialty,20,0
HS_grad,9,Craft_repair,40,0
Some_college,10,Craft_repair,40,0
5th_6th,3,Handlers_cleaners,55,0
Doctorate,16,Exec_managerial,50,1
11th,7,Handlers_cleaners,16,0
HS_grad,9,Adm_clerical,40,0
12th,8,Craft_repair,42,0
Some_college,10,Adm_clerical,40,1
HS_grad,9,Other_service,45,0
HS_grad,9,Machine_op_inspct,52,0
Some_college,10,Tech_support,40,0
7th_8th,4,Adm_clerical,40,0
Bachelors,13,Exec_managerial,40,0
HS_grad,9,Other_service,40,1
10th,6,Priv_house_serv,20,0
HS_grad,9,Craft_repair,25,0
HS_grad,9,Tech_support,40,0
Some_college,10,Adm_clerical,40,0
Some_college,10,Other_service,30,0
Some_college,10,Other_service,15,0
Some_college,10,Transport_moving,40,0
Some_college,10,Prof_specialty,56,1
Some_college,10,Craft_repair,40,0
Masters,14,Prof_specialty,50,1
Some_college,10,Other_service,32,0
Bachelors,13,Tech_support,40,0
7th_8th,4,Other_service,30,0
Assoc_voc,11,Prof_specialty,24,1
7th_8th,4,Transport_moving,40,0
HS_grad,9,Other_service,40,1
HS_grad,9,Exec_managerial,40,0
Some_college,10,Craft_repair,40,0
Some_college,10,Craft_repair,45,0
HS_grad,9,Machine_op_inspct,34,0
Some_college,10,Craft_repair,40,0
Some_college,10,Exec_managerial,40,0
Assoc_acdm,12,Exec_managerial,60,0
HS_grad,9,Adm_clerical,37,0
7th_8th,4,Farming_fishing,40,0
Some_college,10,Farming_fishing,99,1
7th_8th,4,Transport_moving,40,0
Some_college,10,Sales,38,0
Some_college,10,Machine_op_inspct,40,1
10th,6,Farming_fishing,50,0
Some_college,10,Sales,40,0
10th,6,Machine_op_inspct,40,0
Assoc_acdm,12,Prof_specialty,45,0
Some_college,10,Craft_repair,40,1
HS_grad,9,Other_service,25,0
Some_college,10,Transport_moving,35,1
HS_grad,9,Craft_repair,45,0
Masters,14,Exec_managerial,45,0
Bachelors,13,Prof_specialty,45,0
Assoc_acdm,12,Sales,55,1
Some_college,10,Transport_moving,17,0
HS_grad,9,Exec_managerial,40,0
Some_college,10,Exec_managerial,12,0
Assoc_acdm,12,Transport_moving,40,0
12th,8,Transport_moving,40,0
HS_grad,9,Adm_clerical,32,0
HS_grad,9,Handlers_cleaners,28,0
Assoc_voc,11,Adm_clerical,35,0
Some_college,10,Sales,40,1
HS_grad,9,Farming_fishing,40,0
HS_grad,9,Other_service,40,0
Some_college,10,Sales,16,0
Bachelors,13,Prof_specialty,40,1
5th_6th,3,Machine_op_inspct,10,0
Some_college,10,Sales,40,1
Bachelors,13,Sales,40,1
Some_college,10,Protective_serv,40,0
HS_grad,9,Sales,35,0
Some_college,10,Adm_clerical,35,0
Some_college,10,Craft_repair,40,0
HS_grad,9,Craft_repair,40,0
Some_college,10,Other_service,40,0
Bachelors,13,Sales,44,1
Masters,14,Prof_specialty,40,1
Doctorate,16,Exec_managerial,40,1
Bachelors,13,Sales,60,0
Bachelors,13,Exec_managerial,40,1
HS_grad,9,Sales,40,0
10th,6,Other_service,14,0
Some_college,10,Other_service,40,0
Some_college,10,Exec_managerial,50,1
Bachelors,13,Prof_specialty,50,0
10th,6,Other_service,16,0
HS_grad,9,Transport_moving,52,1
Some_college,10,Machine_op_inspct,35,0
Bachelors,13,Exec_managerial,60,1
Some_college,10,Craft_repair,40,0
Assoc_acdm,12,Exec_managerial,50,1
Masters,14,Exec_managerial,50,1
HS_grad,9,Adm_clerical,40,0
HS_grad,9,Handlers_cleaners,40,0
HS_grad,9,Machine_op_inspct,40,1
HS_grad,9,Exec_managerial,40,1
Some_college,10,Sales,20,0
Bachelors,13,Adm_clerical,35,0
HS_grad,9,Exec_managerial,60,1
Bachelors,13,Exec_managerial,60,1
Some_college,10,Exec_managerial,45,1
Bachelors,13,Exec_managerial,48,1
Bachelors,13,Exec_managerial,40,0
HS_grad,9,Adm_clerical,35,0
HS_grad,9,Exec_managerial,50,1
Some_college,10,Other_service,30,0
Some_college,10,Other_service,45,0
Some_college,10,Sales,27,0
HS_grad,9,Sales,40,1
Bachelors,13,Prof_specialty,60,1
Some_college,10,Adm_clerical,40,0
HS_grad,9,Machine_op_inspct,40,0
HS_grad,9,Other_service,40,0
HS_grad,9,Adm_clerical,37,0
HS_grad,9,Adm_clerical,40,0
HS_grad,9,Craft_repair,50,0
HS_grad,9,Transport_moving,65,0
Bachelors,13,Sales,35,0
Bachelors,13,Sales,35,1
HS_grad,9,Other_service,40,0
9th,5,Handlers_cleaners,43,0
Assoc_acdm,12,Exec_managerial,48,0
HS_grad,9,Other_service,40,0
HS_grad,9,Farming_fishing,40,0
Prof_school,15,Prof_specialty,40,1
9th,5,Craft_repair,40,1
Bachelors,13,Adm_clerical,40,1
Bachelors,13,Exec_managerial,40,1
9th,5,Other_service,40,0
HS_grad,9,Exec_managerial,50,0
11th,7,Other_service,40,0
Assoc_voc,11,Transport_moving,84,1
Bachelors,13,Prof_specialty,65,1
Assoc_acdm,12,Adm_clerical,40,0
Bachelors,13,Prof_specialty,35,1
HS_grad,9,Sales,40,0
11th,7,Craft_repair,45,0
Masters,14,Sales,40,1
Assoc_voc,11,Sales,45,0
HS_grad,9,Machine_op_inspct,40,0
HS_grad,9,Transport_moving,40,1
Masters,14,Tech_support,40,0
Bachelors,13,Prof_specialty,40,1
Assoc_voc,11,Craft_repair,40,1
Some_college,10,Other_service,20,0
7th_8th,4,Craft_repair,40,0
Some_college,10,Adm_clerical,10,0
11th,7,Craft_repair,25,0
Some_college,10,Other_service,40,0
Some_college,10,Tech_support,40,0
Masters,14,Prof_specialty,45,0
Some_college,10,Sales,45,0
HS_grad,9,Transport_moving,50,1
10th,6,Adm_clerical,35,0
Some_college,10,Other_service,35,0
7th_8th,4,Craft_repair,40,0
Some_college,10,Tech_support,35,0
Some_college,10,Other_service,12,0
Bachelors,13,Prof_specialty,50,1
Masters,14,Prof_specialty,40,1
Bachelors,13,Farming_fishing,60,1
HS_grad,9,Tech_support,40,1
Prof_school,15,Prof_specialty,45,1
11th,7,Craft_repair,40,0
9th,5,Machine_op_inspct,40,0
Some_college,10,Sales,6,0
11th,7,Adm_clerical,16,0
Some_college,10,Craft_repair,40,0
Bachelors,13,Prof_specialty,50,0
Bachelors,13,Sales,40,1
Masters,14,Sales,35,0
HS_grad,9,Other_service,40,0
Bachelors,13,Adm_clerical,43,0
HS_grad,9,Tech_support,50,0
Masters,14,Prof_specialty,45,0
